Player ID,Full Name,Position,Nationality,Birthday,Height(cm),Weight(kg)
430,Raúl Jiménez,Forward,Mexico,05/05/1991,190cm,76kg
431,João Cancelo,Defender,Portugal,27/05/1994,182cm,74kg
432,João Moutinho,Midfielder,Portugal,08/09/1986,170cm,61kg
433,João Pedro,Forward,Brazil,26/09/2001,182cm,
434,João Virgínia,Goalkeeper,Portugal,10/10/1999,198cm,
435,Joelinton,Forward,Brazil,14/08/1996,186cm,81kg
436,Kyle John,Defender,England,13/02/2001,,
437,Tyreece John-Jules,Forward,England,14/02/2001,183cm,
438,Ben Johnson,Defender,England,24/01/2000,175cm,67kg
439,Curtis Jones,Midfielder,England,30/01/2001,185cm,75kg
440,Jonny,Defender,Spain,03/03/1994,175cm,70kg
441,Jorginho,Midfielder,Italy,20/12/1991,180cm,65kg
442,José Sá,Goalkeeper,Portugal,17/01/1993,192cm,84kg
443,James Justin,Defender,England,23/02/1998,183cm,80kg
444,Ozan Kabak,Defender,Turkey,25/03/2000,187cm,
445,Christian Kabasele,Defender,Belgium,24/02/1991,187cm,
446,Lovre Kalinic,Goalkeeper,Croatia,03/04/1990,201cm,
447,Samuel Kalu,Forward,Nigeria,26/08/1997,176cm,
448,Abu Kamara,Forward,England,21/07/2003,,
449,Harry Kane,Forward,England,28/07/1993,188cm,86kg
450,N'Golo Kanté,Midfielder,France,29/03/1991,168cm,68kg
451,Michal Karbownik,Defender,Poland,13/03/2001,,
452,Loris Karius,Goalkeeper,Germany,22/06/1993,189cm,87kg
453,Hayao Kawabe,Midfielder,Japan,08/09/1995,178cm,
454,Edo Kayembe,Midfielder,DR Congo,03/06/1998,183cm,
455,Kayky,Forward,Brazil,11/06/2003,175cm,
456,Moise Kean,Forward,Italy,28/02/2000,183cm,
457,Michael Keane,Defender,England,11/01/1993,191cm,82kg
458,Naby Keïta,Midfielder,Guinea,10/02/1995,172cm,64kg
459,Caoimhín Kelleher,Goalkeeper,Ireland,23/11/1998,178cm,74kg
460,Martin Kelly,Defender,England,27/04/1990,191cm,
461,Kenedy,Forward,Brazil,08/02/1996,182cm,
462,Nohan Kenneh,Midfielder,England,10/01/2003,,
463,Jonjoe Kenny,Defender,England,15/03/1997,175cm,
464,Reda Khadra,Midfielder,Germany,04/07/2001,,
465,Kiko Casilla,Goalkeeper,Spain,02/10/1986,190cm,
466,Maximilian Kilman,Defender,England,23/05/1997,,
467,Joshua King,Forward,Norway,15/01/1992,180cm,
468,Nya Kirby,Midfielder,England,31/01/2000,174cm,
469,Alex Kirk,Defender,England,27/10/2002,,
470,Kristoffer Klaesson,Goalkeeper,Norway,27/11/2000,189cm,76kg
471,Mateusz Klich,Midfielder,Poland,13/06/1990,183cm,84kg
472,Timm Klose,Defender,Switzerland,09/05/1988,193cm,
473,Josh Knight,Defender,England,07/09/1997,185cm,
474,Robin Koch,Defender,Germany,17/07/1996,192cm,85kg
475,Sead Kolasinac,Defender,Bosnia & Herzegovina,20/06/1993,183cm,
476,Ibrahima Konaté,Defender,France,25/05/1999,194cm,95kg
477,Ezri Konsa,Defender,England,23/10/1997,183cm,77kg
478,Billy Koumetio,Defender,France,14/11/2002,195cm,
479,Cheikhou Kouyaté,Midfielder,Senegal,21/12/1989,189cm,83kg
480,Mateo Kovacic,Midfielder,Croatia,06/05/1994,178cm,78kg
481,Matej Kovár,Goalkeeper,Czech Republic,17/05/2000,184cm,
482,Kacper Kozlowski,Midfielder,Poland,16/10/2003,182cm,
483,Emil Krafth,Defender,Sweden,02/08/1994,184cm,83kg
484,Alex Král,Defender,Czech Republic,19/05/1998,185cm,
485,Juraj Kucka,Midfielder,Slovakia,26/02/1987,186cm,
486,Dejan Kulusevski,Midfielder,Sweden,25/04/2000,186cm,80kg
487,Alexandre Lacazette,Forward,France,28/05/1991,175cm,
488,Ethan Laird,Defender,England,05/08/2001,177cm,
489,Adam Lallana,Midfielder,England,10/05/1988,172cm,73kg
490,Erik Lamela,Midfielder,Argentina,04/03/1992,181cm,
491,Tariq Lamptey,Defender,Ghana,30/09/2000,,
492,Daniel Langley,Goalkeeper,England,28/12/2000,,
493,Henri Lansbury,Midfielder,England,12/10/1990,183cm,
494,Manuel Lanzini,Midfielder,Argentina,15/02/1993,167cm,59kg
495,Aymeric Laporte,Defender,Spain,27/05/1994,191cm,86kg
496,Jamaal Lascelles,Defender,England,11/11/1993,188cm,89kg
497,Roméo Lavia,Midfielder,Belgium,06/01/2004,,
498,Marcel Lavinier,Defender,England,16/12/2000,180cm,
499,Achraf Lazaar,Defender,Morocco,22/01/1992,184cm,
500,Zan-Luk Leban,Goalkeeper,Slovenia,15/12/2002,,
501,Pierre Lees-Melou,Midfielder,France,25/05/1993,185cm,
502,Florian Lejeune,Defender,France,20/05/1991,189cm,
503,Dexter Lembikisa,Defender,Jamaica,04/11/2003,,
504,Mario Lemina,Midfielder,Gabon,01/09/1993,184cm,
505,Aaron Lennon,Midfielder,England,16/04/1987,165cm,
506,Bernd Leno,Goalkeeper,Germany,04/03/1992,189cm,82kg
507,Marc Leonard,Midfielder,Scotland,19/12/2001,,
508,Thakgalo Leshabela,Midfielder,South Africa,18/09/1999,175cm,
509,Dylan Levitt,Midfielder,Wales,17/11/2000,180cm,
510,Jamal Lewis,Defender,Northern Ireland,25/01/1998,178cm,70kg
511,Lewis Hall,Midfielder,England,08/09/2004,,
512,Victor Lindelöf,Defender,Sweden,17/07/1994,187cm,80kg
513,Hayden Lindley,Midfielder,England,02/09/2002,,
514,Jesse Lingard,Midfielder,England,15/12/1992,175cm,62kg
515,Tino Livramento,Defender,England,12/11/2002,,
516,Diego Llorente,Defender,Spain,16/08/1993,186cm,75kg
517,Hugo Lloris,Goalkeeper,France,26/12/1986,188cm,82kg
518,Giovani Lo Celso,Midfielder,Argentina,09/04/1996,177cm,
519,Jürgen Locadia,Forward,Netherlands,07/11/1993,187cm,
520,Ruben Loftus-Cheek,Midfielder,England,23/01/1996,191cm,88kg
521,Andy Lonergan,Goalkeeper,England,19/10/1983,192cm,87kg
522,Kevin Long,Defender,Ireland,18/08/1990,188cm,
523,Emmanuel Longelo,Defender,England,27/12/2000,,
524,Nigel Lonwijk,Midfielder,Netherlands,27/10/2002,188cm,
525,Ademola Lookman,Forward,Nigeria,20/10/1997,174cm,
526,Joel Lopez Salguero,Defender,Spain,31/03/2002,,
527,Jonas Lössl,Goalkeeper,Denmark,01/02/1989,195cm,
528,Imrân Louza,Midfielder,Morocco,01/05/1999,178cm,
529,Matthew Lowton,Defender,England,09/06/1989,180cm,
530,Lucas Moura,Forward,Brazil,13/08/1992,172cm,72kg
531,Romelu Lukaku,Forward,Belgium,13/05/1993,190cm,
532,Lyanco,Defender,Brazil,01/02/1997,187cm,85kg
533,Brooklyn Lyons-Foster,Defender,England,01/12/2000,,
534,Isaac Mabaya,Midfielder,England,22/09/2004,,
535,Alexis Mac Allister,Midfielder,Argentina,24/12/1998,176cm,72kg
536,James Maddison,Midfielder,England,23/11/1996,175cm,73kg
537,Paris Maghoma,Midfielder,England,08/05/2001,,
538,Harry Maguire,Defender,England,05/03/1993,194cm,100kg
539,Riyad Mahrez,Forward,Algeria,21/02/1991,179cm,67kg
540,Ainsley Maitland-Niles,Midfielder,England,29/08/1997,177cm,71kg
541,Malachi Boateng,Defender,England,05/07/2002,,
542,Anthony Mancini,Midfielder,France,06/04/2001,180cm,
543,Sadio Mané,Forward,Senegal,10/04/1992,175cm,
544,Javier Manquillo,Defender,Spain,05/05/1994,178cm,76kg
545,Marçal,Defender,Brazil,19/02/1989,178cm,
546,Marcelo Pitaluga,Goalkeeper,Brazil,20/12/2002,192cm,
547,Solly March,Midfielder,England,20/07/1994,180cm,88kg
548,Emiliano Marcondes,Midfielder,Denmark,09/03/1995,182cm,68kg
549,Pablo Marí,Defender,Spain,31/08/1993,193cm,
550,Dilan Markanday,Forward,England,20/08/2001,,
551,Filip Marschall,Goalkeeper,England,24/04/2003,195cm,
552,Anthony Martial,Forward,France,05/12/1995,181cm,76kg
553,Josh Martin,Forward,England,09/09/2001,,
554,Emiliano Martínez,Goalkeeper,Argentina,02/09/1992,195cm,88kg
555,Adam Masina,Defender,Morocco,02/01/1994,189cm,
556,Arthur Masuaku,Defender,DR Congo,07/11/1993,179cm,
557,Tawanda Maswanhise,Midfielder,England,20/11/2002,,
558,Juan Mata,Midfielder,Spain,28/04/1988,170cm,
559,Jean-Philippe Mateta,Forward,France,28/06/1997,192cm,88kg
560,Nemanja Matic,Midfielder,Serbia,01/08/1988,194cm,
561,Joël Matip,Defender,Cameroon,08/08/1991,195cm,90kg
562,Matthew Craig,Midfielder,Scotland,16/04/2003,,
563,Remi Matthews,Goalkeeper,England,10/02/1994,184cm,
564,Matty Longstaff,Midfielder,England,21/03/2000,,
565,Neal Maupay,Forward,France,14/08/1996,173cm,69kg
566,Konstantinos Mavropanos,Defender,Greece,11/12/1997,194cm,
567,Luke Mbete,Defender,England,18/09/2003,,
568,Bryan Mbeumo,Midfielder,Cameroon,07/08/1999,171cm,
569,Xavier Mbuyamba,Defender,Netherlands,31/12/2001,,
570,Reece McAlear,Midfielder,Scotland,12/02/2002,185cm,
571,James McArthur,Midfielder,Scotland,07/10/1987,178cm,75kg
572,James McAtee,Midfielder,England,18/10/2002,,
573,Kasey McAteer,Midfielder,England,22/11/2001,,
574,Sam McCallum,Defender,England,02/09/2000,,
575,Alfie McCalmont,Midfielder,Northern Ireland,25/03/2000,,
576,Liam McCarron,Midfielder,Scotland,07/03/2001,175cm,
577,James McCarthy,Midfielder,Ireland,12/11/1990,180cm,
578,Jon McCracken,Goalkeeper,Scotland,24/05/2000,,
579,Thomas McGill,Goalkeeper,England,25/03/2000,185cm,80kg
580,John McGinn,Midfielder,Scotland,18/10/1994,178cm,68kg
581,Joseph McGlynn,Forward,Scotland,27/09/2002,,
582,Michael McGovern,Goalkeeper,Northern Ireland,12/07/1984,191cm,
583,Stuart McKinstry,Midfielder,Scotland,18/09/2002,,
584,Kenny McLean,Midfielder,Scotland,08/01/1992,183cm,
585,Dwight McNeil,Midfielder,England,22/11/1999,183cm,68kg
586,Scott McTominay,Midfielder,Scotland,08/12/1996,193cm,88kg
587,Ben Mee,Defender,England,21/09/1989,180cm,74kg
588,Hannibal Mejbri,Midfielder,Tunisia,21/01/2003,177cm,
589,Édouard Mendy,Goalkeeper,Senegal,01/03/1992,197cm,86kg
590,Teden Mengi,Defender,England,30/04/2002,183cm,78kg
591,Illan Meslier,Goalkeeper,France,02/03/2000,197cm,74kg
592,Matt Miazga,Defender,United States,19/07/1995,191cm,
593,Luka Milivojevic,Midfielder,Serbia,07/04/1991,186cm,80kg
594,James Milner,Midfielder,England,04/01/1986,175cm,70kg
595,Yerry Mina,Defender,Colombia,23/09/1994,195cm,94kg
596,Takumi Minamino,Midfielder,Japan,16/01/1995,174cm,
597,Tyrone Mings,Defender,England,13/03/1993,196cm,77kg
598,Tyrick Mitchell,Defender,England,01/09/1999,,
599,Kaoru Mitoma,Midfielder,Japan,20/05/1997,178cm,72kg
600,Jan Mlakar,Forward,Slovenia,23/10/1998,183cm,
601,Jakub Moder,Midfielder,Poland,07/04/1999,188cm,78kg
602,Mohamed Elneny,Midfielder,Egypt,11/07/1992,179cm,72kg
603,Mohamed Salah,Forward,Egypt,15/06/1992,175cm,71kg
604,Jayson Molumby,Midfielder,Ireland,06/08/1999,,
605,Jacob Montes,Midfielder,United States,20/10/1998,,
606,Kris Moore,Defender,England,13/11/2003,,
607,Andrew Moran,Midfielder,Ireland,15/10/2003,,
608,Pablo Moreno,Forward,Spain,03/05/2002,174cm,
609,Wes Morgan,Defender,Jamaica,21/01/1984,186cm,
610,James Morris,Midfielder,England,23/11/2001,,
611,Tyler Morton,Midfielder,England,31/10/2002,,
612,Victor Moses,Midfielder,Nigeria,12/12/1990,177cm,
613,Yerson Mosquera,Defender,Colombia,02/05/2001,187cm,76kg
614,Louie Moulden,Goalkeeper,England,06/01/2002,,
615,Mason Mount,Midfielder,England,10/01/1999,178cm,70kg
616,Bali Mumba,Defender,England,08/10/2001,176cm,
617,Joel Mumbongo,Forward,Sweden,09/01/1999,188cm,
618,Romaine Mundle,Midfielder,England,24/04/2003,,
619,Arijanet Muric,Goalkeeper,Kosovo,07/11/1998,198cm,
620,Jacob Murphy,Midfielder,England,24/02/1995,179cm,74kg
621,Glenn Murray,Forward,England,25/09/1983,183cm,
622,Charly Musonda,Midfielder,Belgium,15/10/1996,173cm,
623,Yoshinori Muto,Forward,Japan,15/07/1992,179cm,
624,Enock Mwepu,Midfielder,Zambia,01/01/1998,184cm,76kg
625,Vitaliy Mykolenko,Defender,Ukraine,29/05/1999,180cm,71kg
626,Daniel N'Lundulu,Forward,England,05/02/1999,185cm,
627,Marvelous Nakamba,Midfielder,Zimbabwe,19/01/1994,178cm,71kg
628,Richard Nartey,Defender,England,06/09/1998,184cm,
629,Marc Navarro,Defender,Spain,02/07/1995,188cm,
630,Wilfred Ndidi,Midfielder,Nigeria,16/12/1996,183cm,74kg
631,Tanguy Ndombélé,Midfielder,France,28/12/1996,181cm,
632,Reiss Nelson,Forward,England,10/12/1999,175cm,71kg
633,Nélson Semedo,Defender,Portugal,16/11/1993,177cm,67kg
634,Jeremy Ngakia,Defender,England,07/09/2000,,
635,Saúl Ñíguez,Midfielder,Spain,21/11/1994,184cm,
636,Eddie Nketiah,Forward,England,30/05/1999,175cm,72kg
637,Nicolas Nkoulou,Defender,Cameroon,27/03/1990,184cm,
638,Niels Nkounkou,Defender,France,01/11/2000,180cm,
639,Mark Noble,Midfielder,England,08/05/1987,180cm,
640,Mathias Normann,Midfielder,Norway,28/05/1996,179cm,
641,Will Norris,Goalkeeper,England,12/08/1993,195cm,
642,Nuno Tavares,Defender,Portugal,26/01/2000,183cm,
643,Ørjan Nyland,Goalkeeper,Norway,10/09/1990,192cm,
644,Christian Nørgaard,Midfielder,Denmark,10/03/1994,187cm,76kg
645,Kane O'Connor,Defender,Scotland,17/01/2001,,
646,Tommi O'Reilly,Midfielder,England,15/12/2003,,
647,Michael Obafemi,Forward,Ireland,06/07/2000,169cm,
648,Ademipo Odubeko,Forward,Ireland,21/10/2002,,
649,Chituru Odunze,Goalkeeper,United States,14/10/2002,200cm,
650,Odeluga Offiah,Defender,England,26/10/2002,,
651,Angelo Ogbonna,Defender,Italy,23/05/1988,191cm,86kg
652,Mazeed Ogungbo,Defender,Ireland,20/10/2002,,
653,Sheyi Ojo,Forward,England,19/06/1997,177cm,
654,Jakub Ojrzynski,Goalkeeper,Poland,19/02/2003,,
655,Armstrong Oko-Flex,Forward,Ireland,02/03/2002,,
656,Arthur Okonkwo,Goalkeeper,England,09/09/2001,198cm,
657,Maduka Okoye,Goalkeeper,Nigeria,28/08/1999,197cm,
658,Jaakko Oksanen,Midfielder,Finland,07/11/2000,,
659,Kazeem Olaigbe,Forward,Belgium,02/01/2003,,
660,Michael Olise,Midfielder,France,12/12/2001,176cm,
661,Robin Olsen,Goalkeeper,Sweden,08/01/1990,198cm,89kg
662,Josh Oluwayemi,Goalkeeper,Nigeria,13/03/2001,,
663,Andrew Omobamidele,Defender,Ireland,23/06/2002,188cm,
664,Tobi Omole,Defender,England,17/12/1999,,
665,Tyrese Omotoye,Forward,Belgium,23/09/2002,,
666,Akos Onodi,Goalkeeper,Hungary,02/09/2001,,
667,Tyler Onyango,Midfielder,England,04/03/2003,190cm,
668,Frank Onyeka,Midfielder,Nigeria,01/01/1998,183cm,
669,Divock Origi,Forward,Belgium,18/04/1995,185cm,
670,Leo Östigard,Defender,Norway,28/11/1999,182cm,
671,Owen Otasowie,Midfielder,United States,06/01/2001,191cm,
672,Salah-Eddine Oulad M'hand,Midfielder,Netherlands,20/08/2003,,
673,Aston Oxborough,Goalkeeper,England,09/05/1998,,
674,Alex Oxlade-Chamberlain,Midfielder,England,15/08/1993,180cm,70kg
675,Daniel Oyegoke,Defender,England,03/01/2003,,
676,Pablo Hernández,Midfielder,Spain,11/04/1985,173cm,
677,Cole Palmer,Midfielder,England,06/05/2002,182cm,
678,Erik Palmer-Brown,Defender,United States,24/04/1997,187cm,
679,Adam Parkes,Goalkeeper,England,30/11/1999,,
680,Troy Parrott,Forward,Ireland,04/02/2002,185cm,
681,Thomas Partey,Midfielder,Ghana,13/06/1993,185cm,77kg
682,Maksim Paskotsi,Defender,Estonia,19/01/2003,,
683,Charlie Patino,Midfielder,England,17/10/2003,,
684,Nathan Patterson,Defender,Scotland,16/10/2001,183cm,72kg
685,Bailey Peacock-Farrell,Goalkeeper,Northern Ireland,29/10/1996,193cm,
686,Myles Peart-Harris,Midfielder,England,18/09/2002,,
687,Pedro Neto,Forward,Portugal,09/03/2000,172cm,69kg
688,Facundo Pellistri,Midfielder,Uruguay,20/12/2001,175cm,69kg
689,Adalberto Peñaranda,Forward,Venezuela,31/05/1997,185cm,
690,Nicolas Pépé,Forward,Cote D’Ivoire,29/05/1995,183cm,
691,Ayoze Pérez,Forward,Spain,29/07/1993,178cm,72kg
692,Stipe Perica,Forward,Croatia,07/07/1995,192cm,
693,Sonny Perkins,Forward,England,10/02/2004,,
694,Romain Perraud,Defender,France,22/09/1997,173cm,68kg
695,Taylor Perry,Midfielder,England,15/07/2001,,
696,Philippe Coutinho,Midfielder,Brazil,12/06/1992,172cm,68kg
697,Kalvin Phillips,Midfielder,England,02/12/1995,178cm,72kg
698,Jaden Philogene-Bidace,Midfielder,England,08/02/2002,181cm,
699,Jordan Pickford,Goalkeeper,England,07/03/1994,185cm,77kg
700,Erik Pieters,Defender,Netherlands,07/08/1988,183cm,
701,Ethan Pinnock,Defender,Jamaica,29/05/1993,187cm,79kg
702,Przemyslaw Placheta,Midfielder,Poland,23/03/1998,177cm,
703,Luke Plange,Forward,England,04/11/2002,178cm,
704,Maurizio Pochettino,Midfielder,Spain,30/03/2001,,
705,Paul Pogba,Midfielder,France,15/03/1993,191cm,
706,Matthew Pollock,Defender,England,28/09/2001,,
707,Nick Pope,Goalkeeper,England,19/04/1992,191cm,76kg
708,Pedro Porro,Defender,Spain,13/09/1999,173cm,
709,Freddie Potts,Midfielder,England,12/09/2003,,
710,Ian Poveda-Ocampo,Forward,England,09/02/2000,165cm,
711,Iker Pozo,Midfielder,Spain,06/08/2000,,
712,Dennis Praet,Midfielder,Belgium,14/05/1994,181cm,78kg
713,Aaron Pressley,Forward,Scotland,07/11/2001,189cm,
714,Isaac Price,Midfielder,Northern Ireland,26/09/2003,,
715,Davy Pröpper,Midfielder,Netherlands,02/09/1991,185cm,
716,Teemu Pukki,Forward,Finland,29/03/1990,180cm,
717,Christian Pulisic,Midfielder,United States,18/09/1998,172cm,69kg
718,Ignacio Pussetto,Forward,Argentina,21/12/1995,180cm,
719,Jarell Quansah,Defender,England,29/01/2003,,
720,Xavi Quintillá,Defender,Spain,23/08/1996,183cm,
721,Luka Racic,Defender,Denmark,08/05/1999,,
722,Rafa Mir,Forward,Spain,18/06/1997,191cm,
723,Arjan Raikhy,Midfielder,England,20/10/2002,,
724,Jesurun Rak-Sakyi,Midfielder,England,05/10/2002,,
725,Kayne Ramsay,Defender,England,10/10/2000,,
726,Aaron Ramsdale,Goalkeeper,England,14/05/1998,188cm,77kg
727,Jacob Ramsey,Midfielder,England,28/05/2001,,
728,Darren Randolph,Goalkeeper,Ireland,12/05/1987,188cm,98kg
729,Raphinha,Forward,Brazil,14/12/1996,176cm,
730,Marcus Rashford,Forward,England,31/10/1997,180cm,70kg
731,Milot Rashica,Midfielder,Kosovo,28/06/1996,177cm,
732,David Raya,Goalkeeper,Spain,15/09/1995,183cm,80kg
733,Nathan Redmond,Midfielder,England,06/03/1994,173cm,
734,Sergio Reguilón,Defender,Spain,16/12/1996,178cm,
735,Winston Reid,Defender,New Zealand,03/07/1988,190cm,
736,Omar Rekik,Defender,Tunisia,20/12/2001,186cm,
737,Ricardo Pereira,Defender,Portugal,06/10/1993,175cm,70kg
738,Declan Rice,Midfielder,England,14/01/1999,185cm,76kg
739,Taylor Richards,Midfielder,England,04/12/2000,180cm,
740,Lewis Richardson,Forward,England,07/02/2003,,
741,Richarlison,Forward,Brazil,10/05/1997,184cm,83kg
742,Jairo Riedewald,Defender,Netherlands,09/09/1996,182cm,79kg
743,Matt Ritchie,Midfielder,Scotland,10/09/1989,172cm,76kg
744,Robbie Brady,Midfielder,Ireland,14/01/1992,176cm,
745,Roberto Firmino,Forward,Brazil,02/10/1991,181cm,76kg
746,Haydon Roberts,Defender,England,10/05/2002,175cm,
747,Andrew Robertson,Defender,Scotland,11/03/1994,178cm,64kg
748,Joe Rodon,Defender,Wales,22/10/1997,180cm,
749,Rodri,Midfielder,Spain,22/06/1996,191cm,82kg
750,Rodrigo,Forward,Spain,06/03/1991,182cm,77kg
751,Jay Rodríguez,Forward,England,29/01/1989,185cm,
752,Mads Roerslev,Defender,Denmark,24/06/1999,184cm,77kg
753,Morgan Rogers,Midfielder,England,26/07/2002,,
754,Sergio Romero,Goalkeeper,Argentina,22/02/1987,192cm,
755,Oriol Romeu,Midfielder,Spain,24/09/1991,183cm,
756,Connor Ronan,Midfielder,Ireland,06/03/1998,178cm,74kg
757,Salomón Rondón,Forward,Venezuela,16/09/1989,186cm,98kg
758,Danny Rose,Defender,England,02/07/1990,173cm,
759,Edward Rowe,Midfielder,England,17/10/2003,,
760,Rúben Dias,Defender,Portugal,14/05/1997,186cm,76kg
761,Rúben Neves,Midfielder,Portugal,13/03/1997,180cm,80kg
762,Rúben Vinagre,Defender,Portugal,09/04/1999,174cm,71kg
763,John Ruddy,Goalkeeper,England,24/10/1986,193cm,
764,Antonio Rüdiger,Defender,Germany,03/03/1993,190cm,
765,Rui Patrício,Goalkeeper,Portugal,15/02/1988,190cm,
766,Rúnar Rúnarsson,Goalkeeper,Iceland,18/02/1995,186cm,
767,Lukas Rupp,Midfielder,Germany,08/01/1991,178cm,
768,Mathew Ryan,Goalkeeper,Australia,08/04/1992,184cm,
769,Allan Saint-Maximin,Forward,France,12/03/1997,173cm,67kg
770,Romain Saïss,Defender,Morocco,26/03/1990,190cm,
771,Henri Saivet,Midfielder,Senegal,26/10/1990,174cm,
772,Bukayo Saka,Midfielder,England,05/09/2001,178cm,65kg
773,Mamadou Sakho,Defender,France,13/02/1990,187cm,
774,William Saliba,Defender,France,24/03/2001,192cm,83kg
775,Mohammed Salisu,Defender,Ghana,17/04/1999,191cm,82kg
776,Sam Byram,Defender,England,16/09/1993,180cm,
777,Mbwana Samatta,Forward,Tanzania,23/12/1992,183cm,
778,Albert Sambi Lokonga,Midfielder,Belgium,22/10/1999,173cm,67kg
779,Samir,Defender,Brazil,05/12/1994,189cm,
780,Robert Sánchez,Goalkeeper,Spain,18/11/1997,197cm,90kg
781,Jadon Sancho,Forward,England,25/03/2000,180cm,76kg
782,Dion Sanderson,Defender,England,15/12/1999,,
783,Philippe Sandler,Defender,Netherlands,10/02/1997,188cm,
784,Morgan Sanson,Midfielder,France,18/08/1994,180cm,73kg
785,Joshua Sargent,Forward,United States,20/02/2000,185cm,
786,Matija Sarkic,Goalkeeper,Montenegro,23/07/1997,195cm,
787,Jeremy Sarmiento,Forward,Ecuador,16/06/2002,,
788,Malang Sarr,Defender,France,23/01/1999,182cm,
789,Charlie Savage,Midfielder,Wales,02/05/2003,,
790,Dane Scarlett,Forward,England,24/03/2004,180cm,
791,Fabian Schär,Defender,Switzerland,20/12/1991,188cm,84kg
792,Kjell Scherpen,Goalkeeper,Netherlands,23/01/2000,204cm,98kg
793,Jeffrey Schlupp,Midfielder,Ghana,23/12/1992,178cm,72kg
794,Kasper Schmeichel,Goalkeeper,Denmark,05/11/1986,189cm,
795,Sean Longstaff,Midfielder,England,30/10/1997,180cm,65kg
796,Ken Sema,Midfielder,Sweden,30/09/1993,180cm,
797,Ryan Sessegnon,Midfielder,England,18/05/2000,178cm,70kg
798,Meritan Shabani,Midfielder,Germany,15/03/1999,185cm,
799,Jamie Shackleton,Midfielder,England,08/10/1999,168cm,
800,Xherdan Shaqiri,Midfielder,Switzerland,10/10/1991,169cm,
801,Teddy Sharman-Lowe,Goalkeeper,England,30/03/2003,189cm,
802,Luke Shaw,Defender,England,12/07/1995,185cm,75kg
803,Jonjo Shelvey,Midfielder,England,27/02/1992,184cm,80kg
804,Nathan Shepperd,Goalkeeper,Wales,10/09/2000,,
805,Shola Shoretire,Forward,England,02/02/2004,170cm,
806,Sidnei Tavares,Midfielder,Portugal,29/09/2001,,
807,Francisco Sierralta,Defender,Chile,06/05/1997,190cm,
808,Gylfi Sigurdsson,Midfielder,Iceland,08/09/1989,186cm,
809,Abdallah Sima,Forward,Senegal,17/06/2001,,
810,Dynel Simeu,Defender,England,13/03/2002,186cm,
811,Ellis Simms,Forward,England,05/01/2001,191cm,
812,Kamarai Simon-Swyer,Midfielder,England,04/12/2002,,
813,Xavier Simons,Midfielder,England,20/02/2003,,
814,Danel Sinani,Midfielder,Luxembourg,05/04/1997,185cm,
815,Viljami Sinisalo,Goalkeeper,Finland,11/10/2001,190cm,
816,Moussa Sissoko,Midfielder,France,16/08/1989,187cm,
817,Melvin Sitti,Midfielder,France,14/02/2000,182cm,
818,Oliver Skipp,Midfielder,England,16/09/2000,175cm,70kg
819,Cieran Slicker,Goalkeeper,Scotland,15/09/2002,,
820,Thierry Small,Defender,England,01/08/2004,,
821,William Smallbone,Midfielder,Ireland,21/02/2000,,
822,Tom Smith,Goalkeeper,England,30/01/2002,,
823,Emile Smith Rowe,Midfielder,England,28/07/2000,182cm,79kg
824,Harrison Sohna,Midfielder,England,01/07/2002,,
825,Son Heung-Min,Forward,South Korea,08/07/1992,183cm,78kg
826,Andreas Söndergaard,Goalkeeper,Denmark,17/01/2001,189cm,
827,Jude Soonsup-Bell,Forward,England,10/01/2004,,
828,Sebastian Soto,Forward,United States,28/07/2000,183cm,
829,Tomás Soucek,Midfielder,Czech Republic,27/02/1995,192cm,86kg
830,Boubakary Soumaré,Midfielder,France,27/02/1999,188cm,70kg
831,Kamal Sowah,Forward,Ghana,09/01/2000,179cm,
832,Çaglar Söyüncü,Defender,Turkey,23/05/1996,185cm,82kg
833,Jason Steele,Goalkeeper,England,18/08/1990,188cm,79kg
834,Jed Steer,Goalkeeper,England,23/09/1992,183cm,80kg
835,Zack Steffen,Goalkeeper,United States,02/04/1995,191cm,
836,Dale Stephens,Midfielder,England,12/06/1989,169cm,
837,Dujon Sterling,Defender,England,24/10/1999,186cm,
838,Finley Stevens,Defender,Wales,10/04/2003,,
839,Toby Stevenson,Defender,England,22/11/1999,,
840,Marco Stiepermann,Forward,Germany,09/02/1991,190cm,
841,Jakub Stolarczyk,Goalkeeper,Poland,19/12/2000,,
842,John Stones,Defender,England,28/05/1994,188cm,70kg
843,James Storer,Goalkeeper,Ireland,,,
844,Robert Street,Forward,England,26/09/2001,,
845,Pascal Struijk,Defender,Netherlands,11/08/1999,190cm,
846,Isaac Success,Forward,Nigeria,07/01/1996,186cm,
847,Thanawat Suengchitthawon,Midfielder,Thailand,08/01/2000,,
848,Crysencio Summerville,Midfielder,Netherlands,30/10/2001,174cm,
849,Zak Swanson,Defender,England,28/09/2000,,
850,Sil Swinkels,Defender,Netherlands,06/01/2004,,
851,Jacob Sørensen,Midfielder,Denmark,03/03/1998,,
852,Michael Tait,Forward,England,29/01/2001,,
853,Japhet Tanganga,Defender,England,31/03/1999,184cm,76kg
854,Matt Targett,Defender,England,18/09/1995,183cm,70kg
855,James Tarkowski,Defender,England,19/11/1992,185cm,81kg
856,Percy Tau,Forward,South Africa,13/05/1994,175cm,
857,Neil Taylor,Defender,Wales,07/02/1989,176cm,
858,Allan Tchaptchet,Defender,France,21/12/2001,193cm,
859,Slobodan Tedic,Forward,Serbia,13/04/2000,190cm,
