Player ID,Full Name,Position,Nationality,Birthday,Height(cm),Weight(kg)
437,Tyreece John-Jules,Forward,England,14/02/2001,183,\N
438,Ben Johnson,Defender,England,24/01/2000,175,67
439,Curtis Jones,Midfielder,England,30/01/2001,185,75
440,Jonny,Defender,Spain,03/03/1994,175,70
441,Jorginho,Midfielder,Italy,20/12/1991,180,65
442,José Sá,Goalkeeper,Portugal,17/01/1993,192,84
443,James Justin,Defender,England,23/02/1998,183,80
444,Ozan Kabak,Defender,Turkey,25/03/2000,187,\N
445,Christian Kabasele,Defender,Belgium,24/02/1991,187,\N
446,Lovre Kalinic,Goalkeeper,Croatia,03/04/1990,201,\N
447,Samuel Kalu,Forward,Nigeria,26/08/1997,176,\N
448,Abu Kamara,Forward,England,21/07/2003,\N,\N
449,Harry Kane,Forward,England,28/07/1993,188,86
450,N'Golo Kanté,Midfielder,France,29/03/1991,168,68
451,Michal Karbownik,Defender,Poland,13/03/2001,\N,\N
452,Loris Karius,Goalkeeper,Germany,22/06/1993,189,87
453,Hayao Kawabe,Midfielder,Japan,08/09/1995,178,\N
454,Edo Kayembe,Midfielder,DR Congo,03/06/1998,183,\N
455,Kayky,Forward,Brazil,11/06/2003,175,\N
456,Moise Kean,Forward,Italy,28/02/2000,183,\N
457,Michael Keane,Defender,England,11/01/1993,191,82
458,Naby Keïta,Midfielder,Guinea,10/02/1995,172,64
459,Caoimhín Kelleher,Goalkeeper,Ireland,23/11/1998,178,74
460,Martin Kelly,Defender,England,27/04/1990,191,\N
461,Kenedy,Forward,Brazil,08/02/1996,182,\N
462,Nohan Kenneh,Midfielder,England,10/01/2003,\N,\N
463,Jonjoe Kenny,Defender,England,15/03/1997,175,\N
464,Reda Khadra,Midfielder,Germany,04/07/2001,\N,\N
465,Kiko Casilla,Goalkeeper,Spain,02/10/1986,190,\N
466,Maximilian Kilman,Defender,England,23/05/1997,\N,\N
467,Joshua King,Forward,Norway,15/01/1992,180,\N
468,Nya Kirby,Midfielder,England,31/01/2000,174,\N
469,Alex Kirk,Defender,England,27/10/2002,\N,\N
470,Kristoffer Klaesson,Goalkeeper,Norway,27/11/2000,189,76
471,Mateusz Klich,Midfielder,Poland,13/06/1990,183,84
472,Timm Klose,Defender,Switzerland,09/05/1988,193,\N
473,Josh Knight,Defender,England,07/09/1997,185,\N
474,Robin Koch,Defender,Germany,17/07/1996,192,85
475,Sead Kolasinac,Defender,Bosnia & Herzegovina,20/06/1993,183,\N
476,Ibrahima Konaté,Defender,France,25/05/1999,194,95
477,Ezri Konsa,Defender,England,23/10/1997,183,77
478,Billy Koumetio,Defender,France,14/11/2002,195,\N
479,Cheikhou Kouyaté,Midfielder,Senegal,21/12/1989,189,83
480,Mateo Kovacic,Midfielder,Croatia,06/05/1994,178,78
481,Matej Kovár,Goalkeeper,Czech Republic,17/05/2000,184,\N
482,Kacper Kozlowski,Midfielder,Poland,16/10/2003,182,\N
483,Emil Krafth,Defender,Sweden,02/08/1994,184,83
484,Alex Král,Defender,Czech Republic,19/05/1998,185,\N
485,Juraj Kucka,Midfielder,Slovakia,26/02/1987,186,\N
486,Dejan Kulusevski,Midfielder,Sweden,25/04/2000,186,80
487,Alexandre Lacazette,Forward,France,28/05/1991,175,\N
488,Ethan Laird,Defender,England,05/08/2001,177,\N
489,Adam Lallana,Midfielder,England,10/05/1988,172,73
490,Erik Lamela,Midfielder,Argentina,04/03/1992,181,\N
491,Tariq Lamptey,Defender,Ghana,30/09/2000,\N,\N
492,Daniel Langley,Goalkeeper,England,28/12/2000,\N,\N
493,Henri Lansbury,Midfielder,England,12/10/1990,183,\N
494,Manuel Lanzini,Midfielder,Argentina,15/02/1993,167,59
495,Aymeric Laporte,Defender,Spain,27/05/1994,191,86
496,Jamaal Lascelles,Defender,England,11/11/1993,188,89
497,Roméo Lavia,Midfielder,Belgium,06/01/2004,\N,\N
498,Marcel Lavinier,Defender,England,16/12/2000,180,\N
499,Achraf Lazaar,Defender,Morocco,22/01/1992,184,\N
500,Zan-Luk Leban,Goalkeeper,Slovenia,15/12/2002,\N,\N
501,Pierre Lees-Melou,Midfielder,France,25/05/1993,185,\N
502,Florian Lejeune,Defender,France,20/05/1991,189,\N
503,Dexter Lembikisa,Defender,Jamaica,04/11/2003,\N,\N
504,Mario Lemina,Midfielder,Gabon,01/09/1993,184,\N
505,Aaron Lennon,Midfielder,England,16/04/1987,165,\N
506,Bernd Leno,Goalkeeper,Germany,04/03/1992,189,82
507,Marc Leonard,Midfielder,Scotland,19/12/2001,\N,\N
508,Thakgalo Leshabela,Midfielder,South Africa,18/09/1999,175,\N
509,Dylan Levitt,Midfielder,Wales,17/11/2000,180,\N
510,Jamal Lewis,Defender,Northern Ireland,25/01/1998,178,70
511,Lewis Hall,Midfielder,England,08/09/2004,\N,\N
512,Victor Lindelöf,Defender,Sweden,17/07/1994,187,80
513,Hayden Lindley,Midfielder,England,02/09/2002,\N,\N
514,Jesse Lingard,Midfielder,England,15/12/1992,175,62
515,Tino Livramento,Defender,England,12/11/2002,\N,\N
516,Diego Llorente,Defender,Spain,16/08/1993,186,75
517,Hugo Lloris,Goalkeeper,France,26/12/1986,188,82
518,Giovani Lo Celso,Midfielder,Argentina,09/04/1996,177,\N
519,Jürgen Locadia,Forward,Netherlands,07/11/1993,187,\N
520,Ruben Loftus-Cheek,Midfielder,England,23/01/1996,191,88
521,Andy Lonergan,Goalkeeper,England,19/10/1983,192,87
522,Kevin Long,Defender,Ireland,18/08/1990,188,\N
523,Emmanuel Longelo,Defender,England,27/12/2000,\N,\N
524,Nigel Lonwijk,Midfielder,Netherlands,27/10/2002,188,\N
525,Ademola Lookman,Forward,Nigeria,20/10/1997,174,\N
526,Joel Lopez Salguero,Defender,Spain,31/03/2002,\N,\N
527,Jonas Lössl,Goalkeeper,Denmark,01/02/1989,195,\N
528,Imrân Louza,Midfielder,Morocco,01/05/1999,178,\N
529,Matthew Lowton,Defender,England,09/06/1989,180,\N
530,Lucas Moura,Forward,Brazil,13/08/1992,172,72
531,Romelu Lukaku,Forward,Belgium,13/05/1993,190,\N
532,Lyanco,Defender,Brazil,01/02/1997,187,85
533,Brooklyn Lyons-Foster,Defender,England,01/12/2000,\N,\N
534,Isaac Mabaya,Midfielder,England,22/09/2004,\N,\N
535,Alexis Mac Allister,Midfielder,Argentina,24/12/1998,176,72
536,James Maddison,Midfielder,England,23/11/1996,175,73
537,Paris Maghoma,Midfielder,England,08/05/2001,\N,\N
538,Harry Maguire,Defender,England,05/03/1993,194,100
539,Riyad Mahrez,Forward,Algeria,21/02/1991,179,67
540,Ainsley Maitland-Niles,Midfielder,England,29/08/1997,177,71
541,Malachi Boateng,Defender,England,05/07/2002,\N,\N
542,Anthony Mancini,Midfielder,France,06/04/2001,180,\N
543,Sadio Mané,Forward,Senegal,10/04/1992,175,\N
544,Javier Manquillo,Defender,Spain,05/05/1994,178,76
545,Marçal,Defender,Brazil,19/02/1989,178,\N
546,Marcelo Pitaluga,Goalkeeper,Brazil,20/12/2002,192,\N
547,Solly March,Midfielder,England,20/07/1994,180,88
548,Emiliano Marcondes,Midfielder,Denmark,09/03/1995,182,68
549,Pablo Marí,Defender,Spain,31/08/1993,193,\N
550,Dilan Markanday,Forward,England,20/08/2001,\N,\N
551,Filip Marschall,Goalkeeper,England,24/04/2003,195,\N
552,Anthony Martial,Forward,France,05/12/1995,181,76
553,Josh Martin,Forward,England,09/09/2001,\N,\N
554,Emiliano Martínez,Goalkeeper,Argentina,02/09/1992,195,88
555,Adam Masina,Defender,Morocco,02/01/1994,189,\N
556,Arthur Masuaku,Defender,DR Congo,07/11/1993,179,\N
557,Tawanda Maswanhise,Midfielder,England,20/11/2002,\N,\N
558,Juan Mata,Midfielder,Spain,28/04/1988,170,\N
559,Jean-Philippe Mateta,Forward,France,28/06/1997,192,88
560,Nemanja Matic,Midfielder,Serbia,01/08/1988,194,\N
561,Joël Matip,Defender,Cameroon,08/08/1991,195,90
562,Matthew Craig,Midfielder,Scotland,16/04/2003,\N,\N
563,Remi Matthews,Goalkeeper,England,10/02/1994,184,\N
564,Matty Longstaff,Midfielder,England,21/03/2000,\N,\N
565,Neal Maupay,Forward,France,14/08/1996,173,69
566,Konstantinos Mavropanos,Defender,Greece,11/12/1997,194,\N
567,Luke Mbete,Defender,England,18/09/2003,\N,\N
568,Bryan Mbeumo,Midfielder,Cameroon,07/08/1999,171,\N
569,Xavier Mbuyamba,Defender,Netherlands,31/12/2001,\N,\N
570,Reece McAlear,Midfielder,Scotland,12/02/2002,185,\N
571,James McArthur,Midfielder,Scotland,07/10/1987,178,75
572,James McAtee,Midfielder,England,18/10/2002,\N,\N
573,Kasey McAteer,Midfielder,England,22/11/2001,\N,\N
574,Sam McCallum,Defender,England,02/09/2000,\N,\N
575,Alfie McCalmont,Midfielder,Northern Ireland,25/03/2000,\N,\N
576,Liam McCarron,Midfielder,Scotland,07/03/2001,175,\N
577,James McCarthy,Midfielder,Ireland,12/11/1990,180,\N
578,Jon McCracken,Goalkeeper,Scotland,24/05/2000,\N,\N
579,Thomas McGill,Goalkeeper,England,25/03/2000,185,80
580,John McGinn,Midfielder,Scotland,18/10/1994,178,68
581,Joseph McGlynn,Forward,Scotland,27/09/2002,\N,\N
582,Michael McGovern,Goalkeeper,Northern Ireland,12/07/1984,191,\N
583,Stuart McKinstry,Midfielder,Scotland,18/09/2002,\N,\N
584,Kenny McLean,Midfielder,Scotland,08/01/1992,183,\N
585,Dwight McNeil,Midfielder,England,22/11/1999,183,68
586,Scott McTominay,Midfielder,Scotland,08/12/1996,193,88
587,Ben Mee,Defender,England,21/09/1989,180,74
588,Hannibal Mejbri,Midfielder,Tunisia,21/01/2003,177,\N
589,Édouard Mendy,Goalkeeper,Senegal,01/03/1992,197,86
590,Teden Mengi,Defender,England,30/04/2002,183,78
591,Illan Meslier,Goalkeeper,France,02/03/2000,197,74
592,Matt Miazga,Defender,United States,19/07/1995,191,\N
593,Luka Milivojevic,Midfielder,Serbia,07/04/1991,186,80
594,James Milner,Midfielder,England,04/01/1986,175,70
595,Yerry Mina,Defender,Colombia,23/09/1994,195,94
596,Takumi Minamino,Midfielder,Japan,16/01/1995,174,\N
597,Tyrone Mings,Defender,England,13/03/1993,196,77
598,Tyrick Mitchell,Defender,England,01/09/1999,\N,\N
599,Kaoru Mitoma,Midfielder,Japan,20/05/1997,178,72
600,Jan Mlakar,Forward,Slovenia,23/10/1998,183,\N
601,Jakub Moder,Midfielder,Poland,07/04/1999,188,78
602,Mohamed Elneny,Midfielder,Egypt,11/07/1992,179,72
603,Mohamed Salah,Forward,Egypt,15/06/1992,175,71
604,Jayson Molumby,Midfielder,Ireland,06/08/1999,\N,\N
605,Jacob Montes,Midfielder,United States,20/10/1998,\N,\N
606,Kris Moore,Defender,England,13/11/2003,\N,\N
607,Andrew Moran,Midfielder,Ireland,15/10/2003,\N,\N
608,Pablo Moreno,Forward,Spain,03/05/2002,174,\N
609,Wes Morgan,Defender,Jamaica,21/01/1984,186,\N
610,James Morris,Midfielder,England,23/11/2001,\N,\N
611,Tyler Morton,Midfielder,England,31/10/2002,\N,\N
612,Victor Moses,Midfielder,Nigeria,12/12/1990,177,\N
613,Yerson Mosquera,Defender,Colombia,02/05/2001,187,76
614,Louie Moulden,Goalkeeper,England,06/01/2002,\N,\N
615,Mason Mount,Midfielder,England,10/01/1999,178,70
616,Bali Mumba,Defender,England,08/10/2001,176,\N
617,Joel Mumbongo,Forward,Sweden,09/01/1999,188,\N
618,Romaine Mundle,Midfielder,England,24/04/2003,\N,\N
619,Arijanet Muric,Goalkeeper,Kosovo,07/11/1998,198,\N
620,Jacob Murphy,Midfielder,England,24/02/1995,179,74
621,Glenn Murray,Forward,England,25/09/1983,183,\N
622,Charly Musonda,Midfielder,Belgium,15/10/1996,173,\N
623,Yoshinori Muto,Forward,Japan,15/07/1992,179,\N
624,Enock Mwepu,Midfielder,Zambia,01/01/1998,184,76
625,Vitaliy Mykolenko,Defender,Ukraine,29/05/1999,180,71
626,Daniel N'Lundulu,Forward,England,05/02/1999,185,\N
627,Marvelous Nakamba,Midfielder,Zimbabwe,19/01/1994,178,71
628,Richard Nartey,Defender,England,06/09/1998,184,\N
629,Marc Navarro,Defender,Spain,02/07/1995,188,\N
630,Wilfred Ndidi,Midfielder,Nigeria,16/12/1996,183,74
631,Tanguy Ndombélé,Midfielder,France,28/12/1996,181,\N
632,Reiss Nelson,Forward,England,10/12/1999,175,71
633,Nélson Semedo,Defender,Portugal,16/11/1993,177,67
634,Jeremy Ngakia,Defender,England,07/09/2000,\N,\N
635,Saúl Ñíguez,Midfielder,Spain,21/11/1994,184,\N
636,Eddie Nketiah,Forward,England,30/05/1999,175,72
637,Nicolas Nkoulou,Defender,Cameroon,27/03/1990,184,\N
638,Niels Nkounkou,Defender,France,01/11/2000,180,\N
639,Mark Noble,Midfielder,England,08/05/1987,180,\N
640,Mathias Normann,Midfielder,Norway,28/05/1996,179,\N
641,Will Norris,Goalkeeper,England,12/08/1993,195,\N
642,Nuno Tavares,Defender,Portugal,26/01/2000,183,\N
643,Ørjan Nyland,Goalkeeper,Norway,10/09/1990,192,\N
644,Christian Nørgaard,Midfielder,Denmark,10/03/1994,187,76
645,Kane O'Connor,Defender,Scotland,17/01/2001,\N,\N
646,Tommi O'Reilly,Midfielder,England,15/12/2003,\N,\N
647,Michael Obafemi,Forward,Ireland,06/07/2000,169,\N
648,Ademipo Odubeko,Forward,Ireland,21/10/2002,\N,\N
649,Chituru Odunze,Goalkeeper,United States,14/10/2002,200,\N
650,Odeluga Offiah,Defender,England,26/10/2002,\N,\N
651,Angelo Ogbonna,Defender,Italy,23/05/1988,191,86
652,Mazeed Ogungbo,Defender,Ireland,20/10/2002,\N,\N
653,Sheyi Ojo,Forward,England,19/06/1997,177,\N
654,Jakub Ojrzynski,Goalkeeper,Poland,19/02/2003,\N,\N
655,Armstrong Oko-Flex,Forward,Ireland,02/03/2002,\N,\N
656,Arthur Okonkwo,Goalkeeper,England,09/09/2001,198,\N
657,Maduka Okoye,Goalkeeper,Nigeria,28/08/1999,197,\N
658,Jaakko Oksanen,Midfielder,Finland,07/11/2000,\N,\N
659,Kazeem Olaigbe,Forward,Belgium,02/01/2003,\N,\N
660,Michael Olise,Midfielder,France,12/12/2001,176,\N
661,Robin Olsen,Goalkeeper,Sweden,08/01/1990,198,89
662,Josh Oluwayemi,Goalkeeper,Nigeria,13/03/2001,\N,\N
663,Andrew Omobamidele,Defender,Ireland,23/06/2002,188,\N
664,Tobi Omole,Defender,England,17/12/1999,\N,\N
665,Tyrese Omotoye,Forward,Belgium,23/09/2002,\N,\N
666,Akos Onodi,Goalkeeper,Hungary,02/09/2001,\N,\N
667,Tyler Onyango,Midfielder,England,04/03/2003,190,\N
668,Frank Onyeka,Midfielder,Nigeria,01/01/1998,183,\N
669,Divock Origi,Forward,Belgium,18/04/1995,185,\N
670,Leo Östigard,Defender,Norway,28/11/1999,182,\N
671,Owen Otasowie,Midfielder,United States,06/01/2001,191,\N
672,Salah-Eddine Oulad M'hand,Midfielder,Netherlands,20/08/2003,\N,\N
673,Aston Oxborough,Goalkeeper,England,09/05/1998,\N,\N
674,Alex Oxlade-Chamberlain,Midfielder,England,15/08/1993,180,70
675,Daniel Oyegoke,Defender,England,03/01/2003,\N,\N
676,Pablo Hernández,Midfielder,Spain,11/04/1985,173,\N
677,Cole Palmer,Midfielder,England,06/05/2002,182,\N
678,Erik Palmer-Brown,Defender,United States,24/04/1997,187,\N
679,Adam Parkes,Goalkeeper,England,30/11/1999,\N,\N
680,Troy Parrott,Forward,Ireland,04/02/2002,185,\N
681,Thomas Partey,Midfielder,Ghana,13/06/1993,185,77
682,Maksim Paskotsi,Defender,Estonia,19/01/2003,\N,\N
683,Charlie Patino,Midfielder,England,17/10/2003,\N,\N
684,Nathan Patterson,Defender,Scotland,16/10/2001,183,72
685,Bailey Peacock-Farrell,Goalkeeper,Northern Ireland,29/10/1996,193,\N
686,Myles Peart-Harris,Midfielder,England,18/09/2002,\N,\N
687,Pedro Neto,Forward,Portugal,09/03/2000,172,69
688,Facundo Pellistri,Midfielder,Uruguay,20/12/2001,175,69
689,Adalberto Peñaranda,Forward,Venezuela,31/05/1997,185,\N
690,Nicolas Pépé,Forward,Cote D’Ivoire,29/05/1995,183,\N
691,Ayoze Pérez,Forward,Spain,29/07/1993,178,72
692,Stipe Perica,Forward,Croatia,07/07/1995,192,\N
693,Sonny Perkins,Forward,England,10/02/2004,\N,\N
694,Romain Perraud,Defender,France,22/09/1997,173,68
695,Taylor Perry,Midfielder,England,15/07/2001,\N,\N
696,Philippe Coutinho,Midfielder,Brazil,12/06/1992,172,68
697,Kalvin Phillips,Midfielder,England,02/12/1995,178,72
698,Jaden Philogene-Bidace,Midfielder,England,08/02/2002,181,\N
699,Jordan Pickford,Goalkeeper,England,07/03/1994,185,77
700,Erik Pieters,Defender,Netherlands,07/08/1988,183,\N
701,Ethan Pinnock,Defender,Jamaica,29/05/1993,187,79
702,Przemyslaw Placheta,Midfielder,Poland,23/03/1998,177,\N
703,Luke Plange,Forward,England,04/11/2002,178,\N
704,Maurizio Pochettino,Midfielder,Spain,30/03/2001,\N,\N
705,Paul Pogba,Midfielder,France,15/03/1993,191,\N
706,Matthew Pollock,Defender,England,28/09/2001,\N,\N
707,Nick Pope,Goalkeeper,England,19/04/1992,191,76
708,Pedro Porro,Defender,Spain,13/09/1999,173,\N
709,Freddie Potts,Midfielder,England,12/09/2003,\N,\N
710,Ian Poveda-Ocampo,Forward,England,09/02/2000,165,\N
711,Iker Pozo,Midfielder,Spain,06/08/2000,\N,\N
712,Dennis Praet,Midfielder,Belgium,14/05/1994,181,78
713,Aaron Pressley,Forward,Scotland,07/11/2001,189,\N
714,Isaac Price,Midfielder,Northern Ireland,26/09/2003,\N,\N
715,Davy Pröpper,Midfielder,Netherlands,02/09/1991,185,\N
716,Teemu Pukki,Forward,Finland,29/03/1990,180,\N
717,Christian Pulisic,Midfielder,United States,18/09/1998,172,69
718,Ignacio Pussetto,Forward,Argentina,21/12/1995,180,\N
719,Jarell Quansah,Defender,England,29/01/2003,\N,\N
720,Xavi Quintillá,Defender,Spain,23/08/1996,183,\N
721,Luka Racic,Defender,Denmark,08/05/1999,\N,\N
722,Rafa Mir,Forward,Spain,18/06/1997,191,\N
723,Arjan Raikhy,Midfielder,England,20/10/2002,\N,\N
724,Jesurun Rak-Sakyi,Midfielder,England,05/10/2002,\N,\N
725,Kayne Ramsay,Defender,England,10/10/2000,\N,\N
726,Aaron Ramsdale,Goalkeeper,England,14/05/1998,188,77
727,Jacob Ramsey,Midfielder,England,28/05/2001,\N,\N
728,Darren Randolph,Goalkeeper,Ireland,12/05/1987,188,98
729,Raphinha,Forward,Brazil,14/12/1996,176,\N
730,Marcus Rashford,Forward,England,31/10/1997,180,70
731,Milot Rashica,Midfielder,Kosovo,28/06/1996,177,\N
732,David Raya,Goalkeeper,Spain,15/09/1995,183,80
733,Nathan Redmond,Midfielder,England,06/03/1994,173,\N
734,Sergio Reguilón,Defender,Spain,16/12/1996,178,\N
735,Winston Reid,Defender,New Zealand,03/07/1988,190,\N
736,Omar Rekik,Defender,Tunisia,20/12/2001,186,\N
737,Ricardo Pereira,Defender,Portugal,06/10/1993,175,70
738,Declan Rice,Midfielder,England,14/01/1999,185,76
739,Taylor Richards,Midfielder,England,04/12/2000,180,\N
740,Lewis Richardson,Forward,England,07/02/2003,\N,\N
741,Richarlison,Forward,Brazil,10/05/1997,184,83
742,Jairo Riedewald,Defender,Netherlands,09/09/1996,182,79
743,Matt Ritchie,Midfielder,Scotland,10/09/1989,172,76
744,Robbie Brady,Midfielder,Ireland,14/01/1992,176,\N
745,Roberto Firmino,Forward,Brazil,02/10/1991,181,76
746,Haydon Roberts,Defender,England,10/05/2002,175,\N
747,Andrew Robertson,Defender,Scotland,11/03/1994,178,64
748,Joe Rodon,Defender,Wales,22/10/1997,180,\N
749,Rodri,Midfielder,Spain,22/06/1996,191,82
750,Rodrigo,Forward,Spain,06/03/1991,182,77
751,Jay Rodríguez,Forward,England,29/01/1989,185,\N
752,Mads Roerslev,Defender,Denmark,24/06/1999,184,77
753,Morgan Rogers,Midfielder,England,26/07/2002,\N,\N
754,Sergio Romero,Goalkeeper,Argentina,22/02/1987,192,\N
755,Oriol Romeu,Midfielder,Spain,24/09/1991,183,\N
756,Connor Ronan,Midfielder,Ireland,06/03/1998,178,74
757,Salomón Rondón,Forward,Venezuela,16/09/1989,186,98
758,Danny Rose,Defender,England,02/07/1990,173,\N
759,Edward Rowe,Midfielder,England,17/10/2003,\N,\N
760,Rúben Dias,Defender,Portugal,14/05/1997,186,76
761,Rúben Neves,Midfielder,Portugal,13/03/1997,180,80
762,Rúben Vinagre,Defender,Portugal,09/04/1999,174,71
763,John Ruddy,Goalkeeper,England,24/10/1986,193,\N
764,Antonio Rüdiger,Defender,Germany,03/03/1993,190,\N
765,Rui Patrício,Goalkeeper,Portugal,15/02/1988,190,\N
766,Rúnar Rúnarsson,Goalkeeper,Iceland,18/02/1995,186,\N
767,Lukas Rupp,Midfielder,Germany,08/01/1991,178,\N
768,Mathew Ryan,Goalkeeper,Australia,08/04/1992,184,\N
769,Allan Saint-Maximin,Forward,France,12/03/1997,173,67
770,Romain Saïss,Defender,Morocco,26/03/1990,190,\N
771,Henri Saivet,Midfielder,Senegal,26/10/1990,174,\N
772,Bukayo Saka,Midfielder,England,05/09/2001,178,65
773,Mamadou Sakho,Defender,France,13/02/1990,187,\N
774,William Saliba,Defender,France,24/03/2001,192,83
775,Mohammed Salisu,Defender,Ghana,17/04/1999,191,82
776,Sam Byram,Defender,England,16/09/1993,180,\N
777,Mbwana Samatta,Forward,Tanzania,23/12/1992,183,\N
778,Albert Sambi Lokonga,Midfielder,Belgium,22/10/1999,173,67
779,Samir,Defender,Brazil,05/12/1994,189,\N
780,Robert Sánchez,Goalkeeper,Spain,18/11/1997,197,90
781,Jadon Sancho,Forward,England,25/03/2000,180,76
782,Dion Sanderson,Defender,England,15/12/1999,\N,\N
783,Philippe Sandler,Defender,Netherlands,10/02/1997,188,\N
784,Morgan Sanson,Midfielder,France,18/08/1994,180,73
785,Joshua Sargent,Forward,United States,20/02/2000,185,\N
786,Matija Sarkic,Goalkeeper,Montenegro,23/07/1997,195,\N
787,Jeremy Sarmiento,Forward,Ecuador,16/06/2002,\N,\N
788,Malang Sarr,Defender,France,23/01/1999,182,\N
789,Charlie Savage,Midfielder,Wales,02/05/2003,\N,\N
790,Dane Scarlett,Forward,England,24/03/2004,180,\N
791,Fabian Schär,Defender,Switzerland,20/12/1991,188,84
792,Kjell Scherpen,Goalkeeper,Netherlands,23/01/2000,204,98
793,Jeffrey Schlupp,Midfielder,Ghana,23/12/1992,178,72
794,Kasper Schmeichel,Goalkeeper,Denmark,05/11/1986,189,\N
795,Sean Longstaff,Midfielder,England,30/10/1997,180,65
796,Ken Sema,Midfielder,Sweden,30/09/1993,180,\N
797,Ryan Sessegnon,Midfielder,England,18/05/2000,178,70
798,Meritan Shabani,Midfielder,Germany,15/03/1999,185,\N
799,Jamie Shackleton,Midfielder,England,08/10/1999,168,\N
800,Xherdan Shaqiri,Midfielder,Switzerland,10/10/1991,169,\N
801,Teddy Sharman-Lowe,Goalkeeper,England,30/03/2003,189,\N
802,Luke Shaw,Defender,England,12/07/1995,185,75
803,Jonjo Shelvey,Midfielder,England,27/02/1992,184,80
804,Nathan Shepperd,Goalkeeper,Wales,10/09/2000,\N,\N
805,Shola Shoretire,Forward,England,02/02/2004,170,\N
806,Sidnei Tavares,Midfielder,Portugal,29/09/2001,\N,\N
807,Francisco Sierralta,Defender,Chile,06/05/1997,190,\N
808,Gylfi Sigurdsson,Midfielder,Iceland,08/09/1989,186,\N
809,Abdallah Sima,Forward,Senegal,17/06/2001,\N,\N
810,Dynel Simeu,Defender,England,13/03/2002,186,\N
811,Ellis Simms,Forward,England,05/01/2001,191,\N
812,Kamarai Simon-Swyer,Midfielder,England,04/12/2002,\N,\N
813,Xavier Simons,Midfielder,England,20/02/2003,\N,\N
814,Danel Sinani,Midfielder,Luxembourg,05/04/1997,185,\N
815,Viljami Sinisalo,Goalkeeper,Finland,11/10/2001,190,\N
816,Moussa Sissoko,Midfielder,France,16/08/1989,187,\N
817,Melvin Sitti,Midfielder,France,14/02/2000,182,\N
818,Oliver Skipp,Midfielder,England,16/09/2000,175,70
819,Cieran Slicker,Goalkeeper,Scotland,15/09/2002,\N,\N
820,Thierry Small,Defender,England,01/08/2004,\N,\N
821,William Smallbone,Midfielder,Ireland,21/02/2000,\N,\N
822,Tom Smith,Goalkeeper,England,30/01/2002,\N,\N
823,Emile Smith Rowe,Midfielder,England,28/07/2000,182,79
824,Harrison Sohna,Midfielder,England,01/07/2002,\N,\N
825,Son Heung-Min,Forward,South Korea,08/07/1992,183,78
826,Andreas Söndergaard,Goalkeeper,Denmark,17/01/2001,189,\N
827,Jude Soonsup-Bell,Forward,England,10/01/2004,\N,\N
828,Sebastian Soto,Forward,United States,28/07/2000,183,\N
829,Tomás Soucek,Midfielder,Czech Republic,27/02/1995,192,86
830,Boubakary Soumaré,Midfielder,France,27/02/1999,188,70
831,Kamal Sowah,Forward,Ghana,09/01/2000,179,\N
832,Çaglar Söyüncü,Defender,Turkey,23/05/1996,185,82
833,Jason Steele,Goalkeeper,England,18/08/1990,188,79
834,Jed Steer,Goalkeeper,England,23/09/1992,183,80
835,Zack Steffen,Goalkeeper,United States,02/04/1995,191,\N
836,Dale Stephens,Midfielder,England,12/06/1989,169,\N
837,Dujon Sterling,Defender,England,24/10/1999,186,\N
838,Finley Stevens,Defender,Wales,10/04/2003,\N,\N
839,Toby Stevenson,Defender,England,22/11/1999,\N,\N
840,Marco Stiepermann,Forward,Germany,09/02/1991,190,\N
841,Jakub Stolarczyk,Goalkeeper,Poland,19/12/2000,\N,\N
842,John Stones,Defender,England,28/05/1994,188,70
843,James Storer,Goalkeeper,Ireland,\N,\N,\N
844,Robert Street,Forward,England,26/09/2001,\N,\N
845,Pascal Struijk,Defender,Netherlands,11/08/1999,190,\N
846,Isaac Success,Forward,Nigeria,07/01/1996,186,\N
847,Thanawat Suengchitthawon,Midfielder,Thailand,08/01/2000,\N,\N
848,Crysencio Summerville,Midfielder,Netherlands,30/10/2001,174,\N
849,Zak Swanson,Defender,England,28/09/2000,\N,\N
850,Sil Swinkels,Defender,Netherlands,06/01/2004,\N,\N
851,Jacob Sørensen,Midfielder,Denmark,03/03/1998,\N,\N
852,Michael Tait,Forward,England,29/01/2001,\N,\N
853,Japhet Tanganga,Defender,England,31/03/1999,184,76
854,Matt Targett,Defender,England,18/09/1995,183,70
855,James Tarkowski,Defender,England,19/11/1992,185,81
856,Percy Tau,Forward,South Africa,13/05/1994,175,\N
857,Neil Taylor,Defender,Wales,07/02/1989,176,\N
858,Allan Tchaptchet,Defender,France,21/12/2001,193,\N
859,Slobodan Tedic,Forward,Serbia,13/04/2000,190,\N
860,Nathan Tella,Midfielder,England,05/07/1999,\N,\N
861,Thiago,Midfielder,Spain,11/04/1991,174,70
862,Thiago Silva,Defender,Brazil,22/09/1984,183,79
863,Bobby Thomas,Defender,England,30/01/2001,\N,\N
864,Dominic Thompson,Defender,England,26/07/2000,\N,\N
865,Youri Tielemans,Midfielder,Belgium,07/05/1997,176,72
866,Kieran Tierney,Defender,Scotland,05/06/1997,178,70
867,Tim Krul,Goalkeeper,Netherlands,03/04/1988,188,\N
868,Tom Dele-Bashiru,Midfielder,Nigeria,17/09/1999,183,\N
869,Takehiro Tomiyasu,Defender,Japan,05/11/1998,188,70
870,James Tomkins,Defender,England,29/03/1989,192,74
